gene_id	symbol	PROseq
FBgn0262821	CG43192	0
FBgn0040477	cid	73
FBgn0033845	mars	1101
FBgn0033846	mip120	1070
FBgn0024556	mEFTu1	1841
FBgn0033848	CG13330	6
FBgn0033850	CG13331	1
FBgn0033851	CG13332	1
FBgn0014877	Roe1	1516
FBgn0033855	link	189
FBgn0033856	CG13334	6
FBgn0265496	lncRNA:CR44365	8
FBgn0265497	lncRNA:CR44366	19
FBgn0033859	fand	1613
FBgn0033860	S-Lap5	62
FBgn0033866	CG6280	0
FBgn0033867	Cpr50Ca	0
FBgn0033869	Cpr50Cb	46
FBgn0261041	stj	2742
FBgn0033871	CG13339	30
FBgn0033872	CG6329	0
FBgn0033874	CG6347	1
FBgn0033875	CG6357	28
FBgn0050484	CG30484	61
FBgn0050485	CG30485	5
FBgn0265498	asRNA:CR44367	184
FBgn0263697	Uba3	559
FBgn0033884	CG13344	355
FBgn0013770	Cp1	3664
FBgn0261975	CG42806	515
FBgn0275436	PheRS-m	543
FBgn0033891	CG8067	201
FBgn0002643	mam	3854
FBgn0259184	CG42288	0
FBgn0086895	pea	1284
FBgn0033899	CG13016	585
FBgn0033901	O-fut1	535
FBgn0033903	CG8323	769
FBgn0033904	CG18327	83
FBgn0033905	CG18324	193
FBgn0033906	ReepB	382
FBgn0000289	cg	4366
FBgn0050069	CG30069	1654
FBgn0033913	CG8468	2120
FBgn0033916	Usp20-33	3223
FBgn0033917	SmydA-1	142
FBgn0010241	Mdr50	21
FBgn0033918	CG8531	3465
FBgn0027538	beta4GalNAcTA	826
FBgn0261269	conv	52
FBgn0263397	Ih	18
FBgn0085408	Shrm	198
FBgn0033924	CG8613	1228
FBgn0033928	Arc2	1027
FBgn0033929	Tfb1	1957
FBgn0085213	CG34184	43
FBgn0085471	CG34442	9
FBgn0085472	CG34443	0
FBgn0085473	CG34444	0
FBgn0050074	Obp50d	0
FBgn0050075	CG30075	1
FBgn0033932	Dh44-R1	2
FBgn0033933	CG10104	0
FBgn0033935	Sin1	797
FBgn0033936	Achl	11
FBgn0284250	Oaz	3
FBgn0265655	lncRNA:CR44462	1
FBgn0267824	PRAS40	4230
FBgn0261823	Asx	2506
FBgn0050197	CG30197	4
FBgn0265974	ttv	8094
FBgn0033943	CG12869	13
FBgn0050077	Blos1	33
FBgn0010638	Sec61beta	900
FBgn0083123	Uhg5	9123
FBgn0033949	Had2	1
FBgn0033951	CG10139	240
FBgn0033955	CG12866	1
FBgn0012042	AttA	25
FBgn0041581	AttB	9
FBgn0050476	ave	25
FBgn0015602	BEAF-32	1304
FBgn0033968	hui	1
FBgn0033970	CG10205	0
FBgn0028434	Ercc1	117
FBgn0033973	HPS1	358
FBgn0013773	Cyp6a22	278
FBgn0015714	Cyp6a17	1294
FBgn0033978	Cyp6a23	1084
FBgn0033979	Cyp6a19	163
FBgn0033980	Cyp6a20	4801
FBgn0033982	Cyp317a1	8
FBgn0033984	Lap1	2244
FBgn0033985	CG10257	6
FBgn0033987	ckn	57
FBgn0033988	pcs	6108
FBgn0029082	hbs	333
FBgn0015371	chn	4522
FBgn0033994	CG7544	430
FBgn0033997	Ir51a	290
FBgn0050081	Ir51b	27
FBgn0034000	CG11808	141
FBgn0034002	CG8079	1734
FBgn0265508	asRNA:CR44370	2
FBgn0003328	scb	380
FBgn0034005	ItgaPS4	369
FBgn0004698	Xpc	962
FBgn0013750	Arf51F	1300
FBgn0034012	Hr51	328
FBgn0034013	unc-5	17427
FBgn0265651	lncRNA:CR44458	64
FBgn0026370	SRPK	1011
FBgn0263980	Stacl	112
FBgn0034023	Ir52a	0
FBgn0050469	Ir52b	0
FBgn0050468	Ir52c	0
FBgn0050464	Ir52d	0
FBgn0034025	Pgant1	253
FBgn0050471	CG30471	8
FBgn0050467	CG30467	652
FBgn0022097	Vha36-1	1060
FBgn0034029	eIF2Bgamma	605
FBgn0034031	CG12963	0
FBgn0050466	CG30466	269
FBgn0260429	CG42524	728
FBgn0050091	CG30091	6
FBgn0284254	Impbeta11	3198
FBgn0050090	CG30090	22
FBgn0050088	CG30088	0
FBgn0050087	CG30087	0
FBgn0053460	CG33460	15
FBgn0053461	CG33461	3
FBgn0053462	CG33462	5
FBgn0050089	CG30089	29966
FBgn0034046	tun	1561
FBgn0034047	CG12970	65
FBgn0265511	lncRNA:CR44373	0
FBgn0034050	bug	413
FBgn0034053	Cyp4aa1	10
FBgn0034054	CG8366	465
FBgn0034059	CG8320	965
FBgn0034060	CG8370	2232
FBgn0034063	CG8389	924
FBgn0034065	Rrp42	230
FBgn0034067	CG8399	603
FBgn0034069	CG8401	0
FBgn0034070	SP2353	4
FBgn0034071	CG8405	2553
FBgn0014020	Rho1	2834
FBgn0034075	Asph	22
FBgn0034076	Jhedup	2
FBgn0010052	Jhe	1
FBgn0050095	CG30095	2
FBgn0086676	spin	25166
FBgn0001124	Got1	1827
FBgn0050094	CG30094	63
FBgn0027091	CysRS	1857
FBgn0034083	lbk	8791
FBgn0015754	Lis-1	1169
FBgn0034087	clu	2178
FBgn0264496	asRNA:CR43898	7
FBgn0034094	Tsf3	25
FBgn0034095	CG15701	109
FBgn0034097	CG3687	0
FBgn0015925	csul	908
FBgn0053017	CG33017	8
FBgn0034106	CG9068	1
FBgn0028424	JhI-26	1298
FBgn0034110	Atg9	1039
FBgn0085428	Nox	0
FBgn0034114	CG4282	754
FBgn0010611	Hmgs	505
FBgn0034118	Nup62	528
FBgn0263335	lncRNA:CR43416	0
FBgn0034121	CG6262	0
FBgn0266855	lncRNA:CR45316	0
FBgn0262816	CG43187	0
FBgn0264273	Sema2b	120
FBgn0034126	jtb	87
FBgn0034128	CG4409	15
FBgn0034129	Parp16	9
FBgn0261292	CheB53a	6
FBgn0261293	CheB53b	6
FBgn0053458	CG33458	0
FBgn0053459	CG33459	2
FBgn0034132	S-Lap8	2
FBgn0011260	Sema2a	1437
FBgn0259795	loopin-1	19
FBgn0034135	Syn2	2
FBgn0034137	CG4945	1
FBgn0034139	CG4927	6
FBgn0016131	Cdk4	2548
FBgn0034144	CG5089	1
FBgn0034145	CG5065	5
FBgn0024232	gprs	122
FBgn0085486	CG34457	5
FBgn0085487	CG34458	0
FBgn0013763	Idgf6	814
FBgn0034154	CG5267	0
FBgn0034156	CG5348	0
FBgn0011743	Arp53D	0
FBgn0034157	resilin	1
FBgn0034158	CG5522	2714
FBgn0034160	CG5550	1
FBgn0085488	CG34459	0
FBgn0085489	CG34460	0
FBgn0263659	lncRNA:CR43650	1890
FBgn0265660	lncRNA:CR44467	0
FBgn0025830	IntS8	1048
FBgn0026533	Dek	10522
FBgn0028737	eEF1beta	1191
FBgn0034162	CG6426	48
FBgn0046999	CG6429	1
FBgn0034165	CG6435	1
FBgn0034166	CG6472	2
FBgn0004784	inaC	1
FBgn0003091	Pkc53E	0
FBgn0034168	CG15614	0
FBgn0265174	PIG-V	2510
FBgn0034172	CG6665	329
FBgn0265527	lncRNA:CR44377	3
FBgn0004580	Cbp53E	4
FBgn0034177	AsnRS-m	303
FBgn0034179	CG6805	1052
FBgn0263864	Dark	2531
FBgn0023172	RhoGEF2	7065
FBgn0034182	SmydA-7	291
FBgn0034183	SmydA-6	94
FBgn0034184	CG9646	1978
FBgn0026721	fat-spondin	1256
FBgn0034187	CG6967	1109
FBgn0034191	CG6984	212
FBgn0050456	CG30456	776
FBgn0034194	CG15611	2928
FBgn0266810	asRNA:CR45272	15
FBgn0000078	Amy-d	0
FBgn0034197	Cda9	1
FBgn0034198	CG11400	20
FBgn0034200	Gbp2	316
FBgn0034205	CG10950	0
FBgn0265487	mbl	17601
FBgn0010620	CG10939	29
FBgn0016697	Prosalpha5	442
FBgn0022029	l(2)k01209	4012
FBgn0034215	Mtap	265
FBgn0034217	Lhr	164
FBgn0034218	CG18467	0
FBgn0034221	CG10764	8
FBgn0028953	CG14478	3185
FBgn0022987	qkr54B	829
FBgn0034225	veil	3
FBgn0050104	NT5E-2	2
FBgn0050103	CG30103	0
FBgn0283508	nw	1
FBgn0085222	CG34193	0
FBgn0034229	CG4847	0
FBgn0034230	CG4853	1526
FBgn0034232	CG4866	44
FBgn0034237	eIF3b	5843
FBgn0263113	Cc2d2a	1492
FBgn0028382	cyp33	221
FBgn0034240	MESR4	6166
FBgn0263076	Klp54D	41
FBgn0263029	CG43324	10
FBgn0034242	CG14480	243
FBgn0040294	POSH	3871
FBgn0016701	Rab4	721
FBgn0029079	icln	142
FBgn0034258	eIF3c	6203
FBgn0034261	HPS4	554
FBgn0266639	asRNA:CR45146	2
FBgn0045800	Uhg1	7245
FBgn0034263	CG10934	1
FBgn0034264	Dlish	0
FBgn0034266	CG4975	750
FBgn0034267	CG4984	457
FBgn0085224	CG34195	264
FBgn0034271	Vps50	2767
FBgn0034272	Ir54a	93
FBgn0034274	CG10931	5
FBgn0034275	CG5002	2
FBgn0022740	HLH54F	0
FBgn0027572	CG5009	1259
FBgn0026309	aft	872
FBgn0028744	CG5033	2080
FBgn0028743	Dhit	27
FBgn0259211	grh	2
FBgn0041585	olf186-F	3924
FBgn0015522	olf186-M	62
FBgn0050323	CG30323	113
FBgn0034281	CG14490	218
FBgn0265590	lncRNA:CR44417	264
FBgn0011589	Elk	19
FBgn0265591	lncRNA:CR44418	0
FBgn0034288	CG5084	0
FBgn0034289	CG10910	0
FBgn0054005	CG34005	0
FBgn0085415	CG34386	2
FBgn0034300	CG5098	2632
FBgn0028983	Spn55B	873
FBgn0040465	Dlip3	34
FBgn0003044	Pcl	1974
FBgn0265297	pAbp	9670
FBgn0000057	adp	490
FBgn0034307	CG10914	851
FBgn0034308	CG10915	1629
FBgn0034312	CG10916	799
FBgn0034314	nopo	344
FBgn0034317	CG14499	0
FBgn0050114	CG30114	0
FBgn0266640	lncRNA:CR45147	0
FBgn0266849	lncRNA:CR45310	1
FBgn0000658	fj	4
FBgn0034321	CG14502	1
FBgn0034322	CG18536	0
FBgn0034323	CG18537	0
FBgn0034325	CG18539	0
FBgn0034326	CG18540	0
FBgn0261700	lncRNA:CR42736	0
FBgn0064237	Idgf5	0
FBgn0034335	GstE1	0
FBgn0063498	GstE2	59
FBgn0063497	GstE3	380
FBgn0063496	GstE4	5
FBgn0063495	GstE5	3
FBgn0063494	GstE6	1451
FBgn0063493	GstE7	427
FBgn0063492	GstE8	475
FBgn0063491	GstE9	71
FBgn0027835	Dp1	9564
FBgn0034345	CG5174	1733
FBgn0034346	PIG-O	1187
FBgn0261477	slim	1743
FBgn0034351	rswl	634
FBgn0034354	GstE11	1062
FBgn0262476	CG43066	5
FBgn0034356	Pepck2	2
FBgn0034360	CG10927	240
FBgn0034362	CG5323	463
FBgn0034363	CG5327	72
FBgn0034365	CG5335	136
FBgn0266671	Sec6	1396
FBgn0000566	Eip55E	631
FBgn0262102	CG42855	7480
FBgn0034379	CG15073	292
FBgn0053147	Hs3st-A	57
FBgn0034387	Cyp12b2	344
FBgn0034389	Mctp	1302
FBgn0264679	asRNA:CR43964	815
FBgn0034391	CG15080	21
FBgn0265661	lncRNA:CR44468	26
FBgn0263337	lncRNA:CR43418	0
FBgn0010551	Phb2	2628
FBgn0034397	CG15082	34
FBgn0034399	CG15083	1197
FBgn0034402	CG15084	117
FBgn0034408	sano	138
FBgn0267351	Topors	1787
FBgn0034411	CG18605	252
FBgn0265356	tn	5
FBgn0034416	CG15109	0
FBgn0004168	5-HT1A	7
FBgn0027535	botv	1133
FBgn0034419	CG15111	1110
FBgn0000578	ena	8077
FBgn0263290	lncRNA:CR43399	185
FBgn0034420	CG10737	1231
FBgn0263395	hppy	12443
FBgn0034422	CG7137	415
FBgn0010434	cora	8213
FBgn0004003	wbl	4
FBgn0034423	tbrd-2	1
FBgn0003254	rib	1
FBgn0034428	AANATL6	0
FBgn0034429	AANATL4	0
FBgn0013954	Fkbp12	886
FBgn0086358	Tab2	3502
FBgn0034432	CG7461	1024
FBgn0054045	CG34045	1
FBgn0034435	fest	0
FBgn0034436	CG11961	376
FBgn0034437	CG10051	2
FBgn0034439	CG10062	3
FBgn0034440	CG10073	1
FBgn0034441	CG10081	0
FBgn0034442	CG11257	308
FBgn0263378	asRNA:CR43430	2
FBgn0012051	CalpA	974
FBgn0040273	Spt5	2885
FBgn0013325	RpL11	1382
FBgn0034446	Arl6	88
FBgn0034447	CG7744	2046
FBgn0002716	mei-W68	1789
FBgn0026378	Rep	502
FBgn0034454	CG15120	2
FBgn0034455	CG11007	156
FBgn0034456	Ir56b	0
FBgn0034457	Ir56c	0
FBgn0034459	TTLL6A	0
FBgn0265696	lncRNA:CR44503	0
FBgn0034460	CG18367	0
FBgn0034461	CG15124	0
FBgn0034463	CG15125	1
FBgn0034464	CG11018	0
FBgn0028372	isopeptidase-T-3	582
FBgn0265699	lncRNA:CR44506	44
FBgn0034468	Obp56a	12
FBgn0034472	CG8517	0
FBgn0266766	lncRNA:CR45231	1
FBgn0034476	Toll-7	143
FBgn0265653	lncRNA:CR44460	0
FBgn0050447	CG30447	0
FBgn0265833	CG44622	0
FBgn0265834	CG44623	0
FBgn0034479	CG8654	0
FBgn0265842	lncRNA:CR44631	0
FBgn0265843	lncRNA:CR44632	3
FBgn0004364	18w	2257
FBgn0034481	CG11041	0
FBgn0034484	CG11044	5555
FBgn0034485	CG11099	3
FBgn0034487	Efhc1.2	0
FBgn0034491	Hsl	1673
FBgn0010411	RpS18	384
FBgn0034493	CG8908	4716
FBgn0034495	CG11788	260
FBgn0085228	CG34199	1
FBgn0026136	CkIIbeta2	0
FBgn0265850	lncRNA:CR44639	0
FBgn0265851	lncRNA:CR44640	0
FBgn0265853	lncRNA:CR44642	2
FBgn0034502	CG13871	0
FBgn0027529	tapas	1690
FBgn0034504	CG8929	1378
FBgn0034505	CG16739	0
FBgn0034506	CG13870	1
FBgn0086604	side-VIII	68
FBgn0265856	lncRNA:CR44645	0
FBgn0265862	lncRNA:CR44651	0
FBgn0034512	CG18067	0
FBgn0034513	CG13423	0
FBgn0034520	lms	0
FBgn0267791	HnRNP-K	809
FBgn0034527	CG9945	1819
FBgn0034529	FAM21	1217
FBgn0034532	CG13436	12
FBgn0034535	CG11110	133
FBgn0034537	DMAP1	853
FBgn0034540	Lrt	517
FBgn0034541	CG13437	1
FBgn0034543	galla-1	375
FBgn0034545	CG13438	0
FBgn0040726	dpr1	6
FBgn0085230	CG34201	0
FBgn0085231	CG34202	0
FBgn0034548	CG13443	0
FBgn0034551	CG15225	0
FBgn0265878	lncRNA:CR44667	1
FBgn0034554	CAH14	0
FBgn0050295	Ipk1	193
FBgn0034558	Cib2	58
FBgn0262690	asRNA:CR43160	0
FBgn0034560	CAH15	0
FBgn0020617	Rx	2
FBgn0000044	Act57B	0
FBgn0053704	CG33704	0
FBgn0083951	CG34115	1
FBgn0034566	CG9313	9
FBgn0261394	Prosalpha3	1145
FBgn0034570	CG10543	2077
FBgn0034572	CG9346	1394
FBgn0050296	RIC-3	7
FBgn0034576	ND-B14.7	323
FBgn0034577	cpa	2101
FBgn0034579	mRpL54	20
FBgn0034580	Cht8	204
FBgn0265914	asRNA:CR44703	0
FBgn0265915	asRNA:CR44704	0
FBgn0003748	Treh	560
FBgn0085425	CG34396	2
FBgn0002736	mago	524
FBgn0034592	CG9406	1
FBgn0021872	Xbp1	9983
FBgn0026582	Hmg-2	221
FBgn0034599	hng1	338
FBgn0261850	Xpd	1427
FBgn0003162	Pu	1018
FBgn0003891	tud	4673
FBgn0034602	Lapsyn	84
FBgn0265191	Gyg	939
FBgn0265180	CG44245	588
FBgn0085426	Rgk3	362
FBgn0034611	MFS16	1191
FBgn0261554	CG42672	810
FBgn0034618	CG9485	678
FBgn0020306	dom	11624
FBgn0034622	BBS9	91
FBgn0034628	Acox57D-p	376
FBgn0034629	Acox57D-d	10
FBgn0026369	Sara	1819
FBgn0043070	MESK2	2827
FBgn0003731	Egfr	32
FBgn0050222	CG30222	0
FBgn0053225	CG33225	0
FBgn0262888	asRNA:CR43243	0
FBgn0034641	mahj	3267
FBgn0034642	CG15674	24
FBgn0034643	CG10321	2299
FBgn0034644	CG10082	1561
FBgn0265961	lncRNA:CR44748	30
FBgn0259711	CG42365	252
FBgn0034650	NC2alpha	1002
FBgn0050263	stum	3
FBgn0034654	eIF3k	331
FBgn0034655	CG10307	2
FBgn0004362	HmgD	2468
FBgn0050398	CG30398	44
FBgn0034657	LBR	1190
FBgn0264714	CG43982	0
FBgn0050395	CG30395	0
FBgn0034659	CG4021	0
FBgn0046297	lncRNA:CR9284	0
FBgn0034666	CG9294	0
FBgn0085397	Fili	29
FBgn0034670	CG13488	0
FBgn0085398	ppk9	0
FBgn0034674	CG9304	1277
FBgn0041237	Gr58c	107
FBgn0041239	Gr58a	2
FBgn0034681	CG9308	0
FBgn0265192	Snp	329
FBgn0265184	CG44249	373
FBgn0067102	GlcT	2573
FBgn0034691	Synj	1701
FBgn0034694	Plekhm1	907
FBgn0050280	CG30280	0
FBgn0050281	CG30281	7
FBgn0002715	mei-S332	387
FBgn0029147	NtR	437
FBgn0034704	CG6758	1526
FBgn0034706	CG11275	26
FBgn0034707	MED16	1405
FBgn0034708	Vps35	2840
FBgn0266925	asRNA:CR45376	5
FBgn0034713	CG11291	1
FBgn0025186	ari-2	2800
FBgn0020307	dve	11
FBgn0034717	CG5819	1
FBgn0265979	lncRNA:CR44758	216
FBgn0013272	Gp150	1692
FBgn0034722	Rtf1	2132
FBgn0025878	wrapper	45
FBgn0034723	CG13506	14
FBgn0034725	CG6044	3
FBgn0034726	Mes4	47
FBgn0022985	qkr58E-2	1639
FBgn0034728	rad50	1856
FBgn0034730	ppk12	8
FBgn0034731	CG10384	1
FBgn0034733	CG4752	49
FBgn0034734	CG4554	3075
FBgn0034735	CG4610	575
FBgn0034736	gas	377
FBgn0034737	CG11362	3
FBgn0034739	CG3927	1
FBgn0034741	CG4269	77
FBgn0034743	RpS16	6049
FBgn0034744	Vps20	288
FBgn0053143	CG33143	30
FBgn0026261	bonsai	293
FBgn0034740	nsr	0
FBgn0266806	asRNA:CR45268	0
FBgn0034758	CG13510	0
FBgn0260767	CG42565	13
FBgn0260768	CG42566	7
FBgn0034761	CG4250	2
FBgn0040658	CG13516	10
FBgn0034763	RYBP	1369
FBgn0265984	lncRNA:CR44763	2
FBgn0265985	lncRNA:CR44764	2
FBgn0034766	Obp59a	0
FBgn0034768	Obp58b	0
FBgn0034770	Obp58d	0
FBgn0050275	CG30275	1
FBgn0050268	CG30268	0
FBgn0050267	asRNA:CR30267	0
FBgn0034776	CG13527	0
FBgn0011211	blw	5532
FBgn0086408	stl	0
FBgn0050271	CG30271	0
FBgn0050272	MFS1	0
FBgn0050265	CG30265	1
FBgn0034782	CG12490	0
FBgn0034783	CG9825	0
FBgn0034784	CG9826	1
FBgn0034785	CG3649	0
FBgn0010078	RpL23	1824
FBgn0004896	fd59A	9
FBgn0034788	CG13532	15
FBgn0034789	PIP5K59B	0
FBgn0034793	asrij	571
FBgn0034795	MED23	794
FBgn0034796	CG3700	153
FBgn0034797	nahoda	10
FBgn0034803	CG9849	649
FBgn0261584	CG42694	10
FBgn0261706	asRNA:CR42742	7
FBgn0003900	twi	1
FBgn0265187	Fatp2	2
FBgn0261363	PPO3	557
FBgn0021979	l(2)k09913	134
FBgn0034816	CG3085	8
FBgn0045483	Gr59a	0
FBgn0045482	Gr59b	1
FBgn0034820	CG13538	0
FBgn0034827	Klp59D	0
FBgn0034829	CG9899	0
FBgn0034833	CG13539	0
FBgn0034835	CG3092	0
FBgn0034841	CG13541	0
FBgn0034844	CG9861	1
FBgn0034846	CG9863	0
FBgn0050409	CR30409	18
FBgn0050410	Rpi	307
FBgn0034850	CG9875	1
FBgn0085453	Mthfs	25
FBgn0034853	Ice1	2477
FBgn0041712	yellow-d	24
FBgn0034856	yellow-d2	2
FBgn0034858	eIF2Bdelta	1549
FBgn0050411	CG30411	0
FBgn0264339	CG43795	12
FBgn0034869	CG13558	0
FBgn0034870	CG13559	3
FBgn0261786	mi	1943
FBgn0041234	Gr59f	1
FBgn0050185	AIMP3	164
FBgn0010501	Dcp-1	313
FBgn0034880	ItgaPS5	149
FBgn0015277	Pi3K59F	709
FBgn0050184	CG30184	80
FBgn0015903	apt	266
FBgn0034882	Eglp1	1
FBgn0004795	retn	8
FBgn0266377	Pde8	1002
FBgn0034887	St1	86
FBgn0265052	St3	19
FBgn0262728	Pal2	1
FBgn0016762	angel	216
FBgn0034893	mRpL43	91
FBgn0013548	l(2)dtl	1600
FBgn0002174	CG5504	957
FBgn0266865	asRNA:CR45326	23
FBgn0034897	Sesn	3227
FBgn0050177	CG30177	0
FBgn0034907	CG5539	0
FBgn0034908	CG5543	773
FBgn0266042	asRNA:CR44807	48
FBgn0034911	GlyT	0
FBgn0034914	CG5554	1592
FBgn0267590	asRNA:CR45928	64
FBgn0024234	gbb	1136
FBgn0034919	CG5569	190
FBgn0011236	ken	5653
FBgn0020372	TM4SF	26
FBgn0034920	CG5597	4
FBgn0262619	DNAlig1	863
FBgn0034924	CG17658	148
FBgn0263667	Lpt	2300
FBgn0034928	CG13562	1197
FBgn0267588	asRNA:CR45926	182
FBgn0261794	kcc	3665
FBgn0034931	CG2812	366
FBgn0023477	Taldo	4832
FBgn0001123	Galphas	2020
FBgn0034939	thoc5	1953
FBgn0029105	alpha-Catr	6
FBgn0034943	Fmo-1	5
FBgn0020764	Alas	3979
FBgn0003008	or	229
FBgn0034946	CG3065	2218
FBgn0002791	mr	1558
FBgn0005612	Sox14	2637
FBgn0034950	Pask	302
FBgn0034957	CG3121	1
FBgn0034959	Xxylt	870
FBgn0283494	Adk2	1541
FBgn0011695	EbpIII	5
FBgn0034961	CG3163	916
FBgn0034962	MAN1	2206
FBgn0034964	IntS1	4826
FBgn0003353	sei	362
FBgn0034966	CG13563	88
FBgn0285952	eEF5	7412
FBgn0034968	RpL12	1573
FBgn0283666	Rap2l	518
FBgn0034971	Gpat4	5135
FBgn0034974	CG16786	4
FBgn0086129	snama	2923
FBgn0034975	enok	4191
FBgn0041706	CG3253	7
FBgn0034978	CG3257	0
FBgn0021875	Zfrp8	774
FBgn0019643	AANAT1	3
FBgn0015544	spag	695
FBgn0034985	CG3328	16
FBgn0259937	Nop60B	5279
FBgn0266083	ocm	3235
FBgn0034988	cN-IIIB	836
FBgn0034989	CG3356	2310
FBgn0050418	nord	76
FBgn0034996	CG13575	2
FBgn0034997	CG3376	348
FBgn0005636	nvy	11
FBgn0034999	Fatp3	29
FBgn0003888	betaTub60D	10551
FBgn0004101	bs	588
FBgn0035000	CG13578	53
FBgn0266048	lncRNA:CR44813	10
FBgn0002787	Rpn8	1090
FBgn0266438	PIG-Z	1448
FBgn0035005	CG3483	0
FBgn0029501	Crtp	1
FBgn0035014	CG13581	0
FBgn0259185	Ir60b	6
FBgn0259186	Ir60c	0
FBgn0259187	Ir60d	0
FBgn0050169	Brca2	1519
FBgn0035020	CG13585	225
FBgn0035023	ITP	4391
FBgn0035024	CG11414	2076
FBgn0035025	uri	1196
FBgn0035027	CG3511	719
FBgn0035028	Start1	379
FBgn0020521	pio	2
FBgn0035031	CG13587	0
FBgn0035033	CG3548	1421
FBgn0035034	CG3565	26
FBgn0035035	Samtor	438
FBgn0035039	Adck	539
FBgn0015040	Cyp9c1	1089
FBgn0035042	CG3640	3
FBgn0035044	CG3663	65
FBgn0035046	ND-19	345
FBgn0035047	Pof	686
FBgn0050421	Usp15-31	6776
FBgn0035056	spz6	62
FBgn0035057	CG3880	1
FBgn0035059	CG3894	555
FBgn0264876	asRNA:CR44067	10
FBgn0035063	CG3594	172
FBgn0035065	CG3589	443
FBgn0262902	asRNA:CR43257	208
FBgn0035069	CG3611	0
FBgn0262098	CG42851	0
FBgn0000157	Dll	6
FBgn0035070	CG3650	1
FBgn0266087	lncRNA:CR44829	2
FBgn0265193	Atf-2	498
FBgn0265182	CG44247	39
FBgn0085442	NKAIN	806
FBgn0085434	NaCP60E	246
FBgn0035077	CG9083	3
FBgn0022343	CG3760	1182
FBgn0035085	CG3770	77
FBgn0035086	CG12851	9
FBgn0035088	CG3776	243
FBgn0035091	CG3829	161
FBgn0004055	uzip	2388
FBgn0035092	Nplp1	22
FBgn0001148	gsb	31
FBgn0054038	CG34038	1
FBgn0001325	Kr	12
FBgn0050429	CG30429	0
FBgn0050428	CG30428	221
FBgn0069969	CG40498	0
FBgn0267398	Yeti	480
FBgn0264834	lncRNA:CR44042	10
FBgn0264835	lncRNA:CR44043	0
FBgn0267861	Maf1	321
FBgn0263780	CG17684	16
FBgn0058263	MFS17	1062
FBgn0085638	CG41378	28
FBgn0020908	Scp1	6
FBgn0266762	CR45227	0
FBgn0085786	CR41501	9
FBgn0262124	uex	17564
FBgn0262117	IntS3	5145
FBgn0260798	Gprk1	11630
FBgn0267585	lncRNA:CR45923	28
FBgn0026401	Nipped-B	15745
FBgn0039979	CR40282	7
FBgn0262970	CR43281	1945
FBgn0250830	CG12547	999
FBgn0261387	CG17528	3397
FBgn0264911	CG44102	6
FBgn0264914	lncRNA:CR44105	0
FBgn0013348	TpnC41C	11
FBgn0026238	gus	3710
FBgn0053554	Nipped-A	13550
FBgn0033017	CG10465	1015
FBgn0033021	CG10417	2965
FBgn0050440	CG30440	4
FBgn0033027	TpnC4	8
FBgn0039969	Fis1	638
FBgn0033028	hrm	3422
FBgn0033029	Not3	7107
FBgn0033033	scaf	3393
FBgn0267978	ap	3536
FBgn0033038	CG7791	3658
FBgn0025693	ZnT41F	1774
FBgn0033041	Or42a	1
FBgn0033043	Or42b	2
FBgn0265631	CG44438	0
FBgn0278599	asRNA:CR46269	0
FBgn0033048	CG7881	8
FBgn0263855	BubR1	1178
FBgn0002774	mle	2574
FBgn0000043	Act42A	9234
FBgn0033051	Strica	1241
FBgn0033052	SCAP	6105
FBgn0033054	CG14591	10
FBgn0033056	CG7856	9
FBgn0284246	l(2)k09848	1840
FBgn0033061	SmydA-5	1035
FBgn0033062	Ars2	5703
FBgn0000546	EcR	10599
FBgn0033067	CG11211	0
FBgn0262867	Ptr	155
FBgn0050432	CG30432	0
FBgn0033072	CG17994	106
FBgn0021847	Ttc7	1172
FBgn0267744	lncRNA:CR46075	0
FBgn0266620	lncRNA:CR45127	1
FBgn0264506	lncRNA:CR43905	0
FBgn0033076	CG15233	1
FBgn0053919	CG33919	161
FBgn0262736	Vha16-1	29604
FBgn0026761	Trap1	2028
FBgn0033079	Fmo-2	1333
FBgn0033081	geminin	734
FBgn0266518	Dpit47	1060
FBgn0266621	lncRNA:CR45128	44
FBgn0033087	Hsepi	2018
FBgn0033089	CG17266	120
FBgn0259977	Tdc1	7
FBgn0265050	asRNA:CR44165	0
FBgn0050446	Tdc2	8
FBgn0259483	Mob4	1235
FBgn0033096	Zip42C.1	0
FBgn0033097	Zip42C.2	0
FBgn0010482	l(2)01289	33
FBgn0033100	CG3420	91
FBgn0033101	CG9436	590
FBgn0085421	Epac	496
FBgn0000473	Cyp6a2	230
FBgn0033104	CG15237	52
FBgn0265635	lncRNA:CR44442	0
FBgn0265935	coro	3002
FBgn0033110	CG9447	587
FBgn0265137	Spn42Da	1905
FBgn0033112	Spn42Db	26
FBgn0033121	Cyp6u1	436
FBgn0050157	CG30157	209
FBgn0029507	Tsp42Ed	1602
FBgn0265061	lncRNA:CR44172	1
FBgn0053914	CG33914	0
FBgn0033137	Tsp42Ep	79
FBgn0027558	Pgant3	1382
FBgn0033138	Tsp42Eq	0
FBgn0033141	CG12831	0
FBgn0015038	Cyp9b1	0
FBgn0015039	Cyp9b2	0
FBgn0024293	Spn43Ab	0
FBgn0044011	Spn43Ad	0
FBgn0002930	nec	1
FBgn0026389	Or43a	3
FBgn0026602	Ady43A	1403
FBgn0033154	CG1850	1
FBgn0033155	Br140	2534
